,Date,Lead.Contract,CL0,CL1,CL2,CL3,CL4,CL5,CL0.value,CL1.value,CL2.value,CL3.value,CL4.value,CL5.value
28,19900208,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.56,0.552,0.5425,0.534,0.5335,0.54
29,19900209,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.55,0.547,0.539,0.5305,0.531,0.537
30,19900212,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.5575,0.551,0.5465,0.539,0.5395,0.545
31,19900213,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.5705,0.565,0.557,0.549,0.5495,0.555
32,19900214,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.569,0.5635,0.555,0.546,0.546,0.553
33,19900215,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.59,0.5815,0.571,0.5605,0.56,0.5635
34,19900216,HOAH90.b01,HOAH90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,0.5705,0.564,0.554,0.546,0.547,0.5535
35,19900220,HOAJ90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,0.5685,0.5575,0.548,0.5475,0.553,0.5615
36,19900221,HOAJ90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,0.5655,0.5545,0.5445,0.543,0.548,0.558
37,19900222,HOAJ90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,0.569,0.559,0.549,0.5475,0.553,0.564
38,19900223,HOAJ90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,0.5715,0.563,0.551,0.55,0.5575,0.57
39,19900226,HOAJ90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,0.578,0.5685,0.5595,0.559,0.563,0.575
40,19900227,HOAJ90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,0.577,0.5705,0.563,0.5605,0.567,0.578
41,19900228,HOAJ90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,0.5675,0.5575,0.551,0.551,0.555,0.5675
42,19900301,HOAJ90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,0.5515,0.5455,0.538,0.5395,0.545,0.558
43,19900302,HOAJ90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,0.5515,0.543,0.5365,0.538,0.5435,0.555
44,19900305,HOAJ90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,0.574,0.5595,0.55,0.55,0.555,0.565
45,19900306,HOAJ90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,0.5775,0.563,0.5525,0.5535,0.5565,0.5675
46,19900307,HOAJ90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,0.56,0.5485,0.5405,0.544,0.5495,0.56
47,19900308,HOAJ90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,0.5495,0.5405,0.535,0.5361,0.543,0.555
48,19900309,HOAJ90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,0.547,0.537,0.5325,0.5345,0.5395,0.551
49,19900312,HOAJ90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,0.5285,0.5175,0.5135,0.516,0.521,0.533
50,19900313,HOAJ90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,0.539,0.526,0.5225,0.525,0.5325,0.545
51,19900314,HOAJ90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,0.5405,0.5285,0.5255,0.527,0.5331,0.545
52,19900315,HOAJ90.b01,HOAJ90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,0.547,0.533,0.5285,0.532,0.5365,0.551
53,19900316,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.531,0.526,0.5255,0.5335,0.5445,0.5525
54,19900319,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.5265,0.521,0.5215,0.5275,0.5415,0.5485
55,19900320,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.527,0.5205,0.5225,0.531,0.543,0.5535
56,19900321,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.535,0.5265,0.5282,0.535,0.547,NA
57,19900322,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.531,0.5215,0.525,0.531,0.544,0.5505
58,19900323,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.533,0.525,0.5255,0.532,0.545,0.5545
59,19900326,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.533,0.5265,0.527,0.534,0.547,0.553
60,19900327,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.535,0.5295,0.53,0.5355,0.5485,0.5565
61,19900328,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.534,0.527,0.5265,0.5335,0.547,NA
62,19900329,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.537,0.528,0.529,0.5355,0.5475,0.555
63,19900330,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.544,0.533,0.532,0.539,0.551,0.561
64,19900402,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.5465,0.537,0.537,0.545,0.5575,0.565
65,19900403,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.555,0.545,0.544,0.5505,0.564,0.572
66,19900404,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.5435,0.5335,0.5345,0.5405,0.5515,0.562
67,19900405,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.5345,0.523,0.5235,0.5305,0.543,0.552
68,19900406,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.5345,0.521,0.5205,0.529,0.5435,0.552
69,19900409,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.536,0.517,0.515,0.5235,0.5375,NA
70,19900410,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.523,0.504,0.503,0.512,0.528,0.539
71,19900411,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.5275,0.505,0.505,0.5145,0.526,0.539
72,19900412,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.542,0.5115,0.51,0.5195,0.5335,0.541
73,19900416,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.5465,0.5115,0.5085,0.5165,0.529,0.539
74,19900417,HOAK90.b01,HOAK90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,0.538,0.511,0.508,0.516,0.5302,0.535
75,19900418,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.4995,0.499,0.507,0.52,0.529,0.538
76,19900419,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.513,0.5125,0.52,0.535,0.5425,0.55
77,19900420,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.5095,0.51,0.5185,0.5315,0.538,0.546
78,19900423,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.5205,0.519,0.526,0.5395,0.548,0.555
79,19900424,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.5115,0.514,0.5215,0.5375,0.5455,0.5555
80,19900425,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.504,0.507,0.5162,0.531,0.54,0.548
81,19900426,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.5075,0.5085,0.517,0.5325,0.541,0.55
82,19900430,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.5145,0.513,0.5215,0.537,0.544,0.553
83,19900501,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.5255,0.5215,0.5295,0.544,0.5515,0.559
84,19900502,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.526,0.5235,0.531,0.544,0.553,0.5615
85,19900503,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.5065,0.5065,0.515,0.531,0.54,0.5485
86,19900504,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.503,0.503,0.5125,0.528,0.537,0.5475
87,19900507,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.503,0.5005,0.51,0.526,0.534,0.544
88,19900508,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.518,0.5145,0.5225,0.5365,0.5441,0.5532
89,19900509,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.5135,0.509,0.518,0.532,0.541,0.552
90,19900510,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.524,0.5205,0.529,0.5415,0.549,0.5575
91,19900511,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.5105,0.5075,0.517,0.5315,0.5385,0.548
92,19900514,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.523,0.5185,0.5265,0.5395,0.5485,0.56
93,19900515,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.517,0.5175,0.5265,0.542,0.551,0.5595
94,19900516,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.514,0.5145,0.5235,0.54,0.55,0.56
95,19900517,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.5195,0.5175,0.5255,0.5425,0.55,0.5615
96,19900518,HOAM90.b01,HOAM90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,0.5245,0.522,0.532,0.5465,0.554,0.564
97,19900521,HOAN90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,0.511,0.521,0.5355,0.5455,0.5555,0.5645
98,19900522,HOAN90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,0.511,0.5195,0.535,0.545,0.555,0.5625
99,19900523,HOAN90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,0.4995,0.5095,0.524,0.5355,0.544,0.554
100,19900524,HOAN90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,0.501,0.5105,0.526,0.537,0.547,0.557
101,19900525,HOAN90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,0.4925,0.503,0.5215,0.531,0.5415,NA
102,19900529,HOAN90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,0.501,0.5095,0.5235,0.536,0.547,0.557
103,19900530,HOAN90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,0.509,0.5165,0.5305,0.5415,0.552,0.5625
104,19900531,HOAN90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,0.496,0.504,0.5215,0.533,0.5435,0.5545
105,19900601,HOAN90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,0.487,0.495,0.5165,0.529,0.541,0.552
106,19900604,HOAN90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,0.477,0.484,0.5075,0.521,0.5315,0.543
107,19900605,HOAN90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,0.471,0.478,0.497,0.5115,0.523,0.5345
108,19900606,HOAN90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,0.4755,0.4825,0.5035,0.516,0.528,0.537
109,19900607,HOAN90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,0.475,0.482,0.502,0.516,0.5275,0.535
110,19900608,HOAN90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,0.4705,0.4785,0.496,0.51,0.5215,0.5325
111,19900611,HOAN90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,0.467,0.473,0.4905,0.5045,0.518,0.5285
112,19900612,HOAN90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,0.48,0.486,0.501,0.515,0.527,0.537
113,19900613,HOAN90.b01,HOAN90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,0.485,0.492,0.5085,0.5208,0.5295,0.5425
114,19900614,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.493,0.509,0.5215,0.5335,0.543,0.5485
115,19900615,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.492,0.508,0.52,0.53,0.54,0.544
116,19900618,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.485,0.501,0.513,0.5235,0.534,0.5388
117,19900619,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.48,0.4965,0.5095,0.521,0.5315,0.5365
118,19900620,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.478,0.495,0.511,0.5225,0.5325,0.5385
119,19900621,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.482,0.497,0.508,0.5195,0.531,0.536
120,19900622,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.4905,0.5055,0.517,0.5285,0.54,0.5435
121,19900625,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.491,0.504,0.5155,0.5275,0.5375,0.5425
122,19900626,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.491,0.503,0.5155,0.5265,0.539,0.5425
123,19900627,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.483,0.4965,0.51,0.5235,0.5345,0.538
124,19900628,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.49,0.505,0.5175,0.532,0.541,0.545
125,19900629,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.492,0.5045,0.517,0.531,0.5395,0.544
126,19900702,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.4845,0.4972,0.509,0.523,0.5315,0.5355
127,19900703,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.485,0.4965,0.509,0.521,0.531,0.536
128,19900705,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.48,0.491,0.503,0.5155,0.5255,0.53
129,19900706,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.487,0.496,0.508,0.521,0.531,0.5365
130,19900709,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.4845,0.4955,0.506,0.5185,0.5285,0.5345
131,19900710,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.4945,0.5045,0.515,0.5275,0.537,0.5435
132,19900711,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.5035,0.514,0.5245,0.536,0.5465,0.553
133,19900712,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.5195,0.5296,0.5395,0.5505,0.56,0.566
134,19900713,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.5315,0.5395,0.5495,0.5595,0.5695,0.575
135,19900716,HOAQ90.b01,HOAQ90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,0.563,0.5715,0.5812,0.589,0.5965,0.599
136,19900717,HOAU90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,HOAG91.b01,0.571,0.579,0.59,0.5975,0.602,0.5925
137,19900718,HOAU90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,HOAG91.b01,0.575,0.5845,0.592,0.601,0.6045,0.597
138,19900719,HOAU90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,HOAG91.b01,0.578,0.587,0.598,0.6055,0.61,0.595
139,19900720,HOAU90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,HOAG91.b01,0.568,0.5782,0.588,0.595,0.5985,0.592
140,19900723,HOAU90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,HOAG91.b01,0.5785,0.5885,0.5985,0.6085,0.6105,0.602
141,19900724,HOAU90.b01,HOAU90.b01,HOAV90.b01,HOAX90.b01,HOAZ90.b01,HOAF91.b01,HOAG91.b01,0.586,0.5965,0.6065,0.615,0.618,0.61
