,Dates,Daily.Returns,Close,,Dates,Daily.Returns,Close
,,,,,24/09/91,0.005,387.709991
,,,,,25/09/91,-0.002,386.880005
,,,,,26/09/91,-0.001,386.48999
,,,,,27/09/91,-0.002,385.899994
,,,,,30/09/91,0.005,387.859985
,,,,,01/10/91,0.003,389.200012
,,,,,02/10/91,-0.002,388.26001
,,,,,03/10/91,-0.01,384.470001
,,,,,04/10/91,-0.008,381.25
,,,,,07/10/91,-0.005,379.5
,,,,,08/10/91,0.003,380.670013
,,,,,09/10/91,-0.01,376.799988
,,,,,10/10/91,0.01,380.549988
,,,,,11/10/91,0.002,381.450012
,,,,,14/10/91,0.013,386.470001
,,,,,15/10/91,0.012,391.01001
,,,,,16/10/91,0.005,392.799988
,,,,,17/10/91,-0.002,391.920013
,,,,,18/10/91,0.001,392.5
,,,,,21/10/91,-0.006,390.019989
,,,,,22/10/91,-0.006,387.829987
,,,,,23/10/91,0,387.940002
,,,,,24/10/91,-0.007,385.070007
,,,,,25/10/91,-0.002,384.200012
,,,,,28/10/91,0.014,389.519989
,,,,,29/10/91,0.005,391.480011
,,,,,30/10/91,0.004,392.959991
,,,,,31/10/91,-0.001,392.450012
,,,,,01/11/91,-0.003,391.320007
,,,,,04/11/91,-0.003,390.279999
,,,,,05/11/91,-0.004,388.709991
,,,,,06/11/91,0.003,389.970001
,,,,,07/11/91,0.01,393.720001
,,,,,08/11/91,-0.002,392.890015
,,,,,11/11/91,0.001,393.119995
,,,,,12/11/91,0.009,396.73999
,,,,,13/11/91,0.002,397.410004
,,,,,14/11/91,-0.001,397.149994
,,,,,15/11/91,-0.037,382.619995
,,,,,18/11/91,0.007,385.23999
,,,,,19/11/91,-0.015,379.420013
,,,,,20/11/91,-0.002,378.529999
,,,,,21/11/91,0.004,380.059998
,,,,,22/11/91,-0.01,376.140015
,,,,,25/11/91,-0.002,375.339996
,,,,,26/11/91,0.007,377.959991
,,,,,27/11/91,-0.004,376.549988
,,,,,29/11/91,-0.004,375.220001
,,,,,02/12/91,0.016,381.399994
,,,,,03/12/91,-0.001,380.959991
,,,,,04/12/91,-0.002,380.070007
,,,,,05/12/91,-0.007,377.390015
,,,,,06/12/91,0.005,379.100006
,,,,,09/12/91,-0.002,378.26001
,,,,,10/12/91,-0.001,377.899994
,,,,,11/12/91,-0.001,377.700012
,,,,,12/12/91,0.01,381.549988
,,,,,13/12/91,0.008,384.470001
,,,,,16/12/91,0,384.459991
,,,,,17/12/91,-0.004,382.73999
,,,,,18/12/91,0.002,383.480011
,,,,,19/12/91,-0.003,382.519989
,,,,,20/12/91,0.012,387.040009
,,,,,23/12/91,0.025,396.820007
,,,,,24/12/91,0.006,399.329987
,,,,,26/12/91,0.014,404.839996
,,,,,27/12/91,0.004,406.459991
,,,,,30/12/91,0.021,415.140015
,,,,,31/12/91,0.005,417.089996
,,,,,02/01/92,0,417.26001
,,,,,03/01/92,0.005,419.339996
,,,,,06/01/92,-0.003,417.959991
,,,,,07/01/92,-0.001,417.399994
,,,,,08/01/92,0.002,418.100006
,,,,,09/01/92,-0.001,417.609985
,,,,,10/01/92,-0.006,415.100006
,,,,,13/01/92,-0.002,414.339996
,,,,,14/01/92,0.015,420.440002
,,,,,15/01/92,0.001,420.769989
,,,,,16/01/92,-0.006,418.209991
,,,,,17/01/92,0.002,418.859985
,,,,,20/01/92,-0.006,416.359985
,,,,,21/01/92,-0.009,412.640015
,,,,,22/01/92,0.013,418.130005
,,,,,23/01/92,-0.008,414.959991
,,,,,24/01/92,0.001,415.480011
,,,,,27/01/92,-0.001,414.98999
,,,,,28/01/92,0,414.959991
,,,,,29/01/92,-0.011,410.339996
,,,,,30/01/92,0.003,411.619995
,,,,,31/01/92,-0.007,408.779999
,,,,,03/02/92,0.002,409.529999
,,,,,04/02/92,0.011,413.850006
,,,,,05/02/92,0,413.839996
,,,,,06/02/92,0,413.820007
,,,,,07/02/92,-0.007,411.089996
,,,,,10/02/92,0.007,413.769989
,,,,,11/02/92,0,413.76001
,,,,,12/02/92,0.008,417.130005
,,,,,13/02/92,-0.008,413.690002
,,,,,14/02/92,-0.003,412.480011
,,,,,18/02/92,-0.012,407.380005
,,,,,19/02/92,0.002,408.26001
,,,,,20/02/92,0.014,413.899994
,,,,,21/02/92,-0.006,411.429993
,,,,,24/02/92,0.002,412.269989
,,,,,25/02/92,-0.004,410.450012
,,,,,26/02/92,0.012,415.350006
,,,,,27/02/92,-0.004,413.859985
,,,,,28/02/92,-0.003,412.700012
,,,,,02/03/92,-0.001,412.450012
,,,,,03/03/92,0.001,412.850006
,,,,,04/03/92,-0.009,409.329987
,,,,,05/03/92,-0.007,406.51001
,,,,,06/03/92,-0.005,404.440002
,,,,,09/03/92,0.002,405.209991
,,,,,10/03/92,0.004,406.890015
,,,,,11/03/92,-0.007,404.029999
,,,,,12/03/92,0,403.890015
,,,,,13/03/92,0.005,405.839996
,,,,,16/03/92,0.001,406.390015
,,,,,17/03/92,0.008,409.579987
,,,,,18/03/92,-0.001,409.149994
,,,,,19/03/92,0.002,409.799988
,,,,,20/03/92,0.004,411.299988
,,,,,23/03/92,-0.003,409.910004
,,,,,24/03/92,-0.003,408.880005
,,,,,25/03/92,-0.003,407.519989
,,,,,26/03/92,0.001,407.859985
,,,,,27/03/92,-0.011,403.5
,,,,,30/03/92,-0.001,403
,,,,,31/03/92,0.002,403.690002
,,,,,01/04/92,0.001,404.230011
,,,,,02/04/92,-0.009,400.5
,,,,,03/04/92,0.003,401.549988
,,,,,06/04/92,0.01,405.589996
,,,,,07/04/92,-0.019,398.059998
,,,,,08/04/92,-0.009,394.5
,,,,,09/04/92,0.016,400.640015
,,,,,10/04/92,0.009,404.290009
,,,,,13/04/92,0.004,406.079987
,,,,,14/04/92,0.016,412.390015
,,,,,15/04/92,0.009,416.279999
,,,,,16/04/92,-0.001,416.040009
,,,,,20/04/92,-0.014,410.179993
,,,,,21/04/92,0,410.26001
,,,,,22/04/92,-0.001,409.809998
,,,,,23/04/92,0.004,411.600006
,,,,,24/04/92,-0.006,409.019989
,,,,,27/04/92,-0.001,408.450012
,,,,,28/04/92,0.002,409.109985
,,,,,29/04/92,0.007,412.019989
,,,,,30/04/92,0.007,414.950012
,,,,,01/05/92,-0.006,412.529999
,,,,,04/05/92,0.011,416.910004
,,,,,05/05/92,0,416.839996
,,,,,06/05/92,0,416.790009
,,,,,07/05/92,-0.002,415.850006
,,,,,08/05/92,0,416.049988
,,,,,11/05/92,0.006,418.48999
,,,,,12/05/92,-0.005,416.290009
,,,,,13/05/92,0,416.450012
,,,,,14/05/92,-0.008,413.140015
,,,,,15/05/92,-0.007,410.089996
,,,,,18/05/92,0.007,412.809998
,,,,,19/05/92,0.009,416.369995
,,,,,20/05/92,-0.002,415.390015
,,,,,21/05/92,-0.007,412.600006
,,,,,22/05/92,0.003,414.019989
,,,,,26/05/92,-0.006,411.410004
,,,,,27/05/92,0.002,412.170013
,,,,,28/05/92,0.011,416.73999
,,,,,29/05/92,-0.003,415.350006
,,,,,01/06/92,0.005,417.299988
,,,,,02/06/92,-0.009,413.5
,,,,,03/06/92,0.003,414.589996
,,,,,04/06/92,-0.003,413.26001
,,,,,05/06/92,0.001,413.480011
,,,,,08/06/92,0,413.359985
,,,,,09/06/92,-0.008,410.059998
,,,,,10/06/92,-0.007,407.25
,,,,,11/06/92,0.004,409.049988
,,,,,12/06/92,0.002,409.76001
,,,,,15/06/92,0.001,410.290009
,,,,,16/06/92,-0.005,408.320007
,,,,,17/06/92,-0.015,402.26001
,,,,,18/06/92,-0.003,400.959991
,,,,,19/06/92,0.007,403.670013
,,,,,22/06/92,-0.001,403.399994
,,,,,23/06/92,0.002,404.040009
,,,,,24/06/92,0,403.839996
,,,,,25/06/92,-0.002,403.119995
,,,,,26/06/92,0.001,403.450012
,,,,,29/06/92,0.014,408.940002
,,,,,30/06/92,-0.002,408.140015
,,,,,01/07/92,0.012,412.880005
,,,,,02/07/92,-0.003,411.769989
,,,,,06/07/92,0.005,413.839996
,,,,,07/07/92,-0.011,409.160004
,,,,,08/07/92,0.003,410.279999
,,,,,09/07/92,0.01,414.230011
,,,,,10/07/92,0.001,414.619995
,,,,,13/07/92,0.001,414.869995
,,,,,14/07/92,0.007,417.679993
,,,,,15/07/92,-0.001,417.100006
,,,,,16/07/92,0.001,417.540009
,,,,,17/07/92,-0.005,415.619995
,,,,,20/07/92,-0.004,413.75
,,,,,21/07/92,0,413.76001
,,,,,22/07/92,-0.007,410.929993
,,,,,23/07/92,0.003,412.079987
,,,,,24/07/92,-0.001,411.600006
,,,,,27/07/92,0,411.540009
,,,,,28/07/92,0.015,417.519989
,,,,,29/07/92,0.011,422.230011
,,,,,30/07/92,0.004,423.920013
,,,,,31/07/92,0.001,424.209991
,,,,,03/08/92,0.002,425.089996
,,,,,04/08/92,-0.002,424.359985
,,,,,05/08/92,-0.005,422.190002
,,,,,06/08/92,-0.004,420.589996
,,,,,07/08/92,-0.004,418.880005
,,,,,10/08/92,0.001,419.420013
,,,,,11/08/92,-0.001,418.899994
,,,,,12/08/92,-0.003,417.779999
,,,,,13/08/92,0,417.730011
,,,,,14/08/92,0.005,419.910004
,,,,,17/08/92,0.002,420.73999
,,,,,18/08/92,0.001,421.339996
,,,,,19/08/92,-0.007,418.190002
,,,,,20/08/92,0,418.26001
,,,,,21/08/92,-0.008,414.850006
,,,,,24/08/92,-0.01,410.720001
,,,,,25/08/92,0.002,411.609985
,,,,,26/08/92,0.005,413.51001
,,,,,27/08/92,0,413.529999
,,,,,28/08/92,0.003,414.839996
,,,,,31/08/92,-0.002,414.029999
,,,,,01/09/92,0.005,416.070007
,,,,,02/09/92,0.005,417.980011
,,,,,03/09/92,0,417.980011
,,,,,04/09/92,-0.002,417.079987
,,,,,08/09/92,-0.006,414.440002
,,,,,09/09/92,0.005,416.359985
,,,,,10/09/92,0.009,419.950012
,,,,,11/09/92,-0.001,419.579987
,,,,,14/09/92,0.014,425.269989
,,,,,15/09/92,-0.013,419.769989
,,,,,16/09/92,0,419.920013
,,,,,17/09/92,0,419.929993
,,,,,18/09/92,0.007,422.929993
,,,,,21/09/92,-0.002,422.140015
,,,,,22/09/92,-0.012,417.140015
,,,,,23/09/92,0.001,417.440002
,,,,,24/09/92,0.002,418.470001
,,,,,25/09/92,-0.01,414.350006
,,,,,28/09/92,0.005,416.619995
,,,,,29/09/92,0,416.799988
,,,,,30/09/92,0.002,417.799988
,,,,,01/10/92,-0.004,416.290009
,,,,,02/10/92,-0.014,410.470001
,,,,,05/10/92,-0.007,407.570007
,,,,,06/10/92,-0.001,407.179993
,,,,,07/10/92,-0.007,404.25
,,,,,08/10/92,0.009,407.75
,,,,,09/10/92,-0.012,402.660004
,,,,,12/10/92,0.012,407.440002
,,,,,13/10/92,0.005,409.299988
,,,,,14/10/92,0,409.369995
,,,,,15/10/92,0.001,409.600006
,,,,,16/10/92,0.005,411.730011
,,,,,19/10/92,0.008,414.980011
,,,,,20/10/92,0.001,415.480011
,,,,,21/10/92,0,415.670013
,,,,,22/10/92,-0.002,414.899994
,,,,,23/10/92,-0.002,414.100006
,,,,,26/10/92,0.01,418.160004
,,,,,27/10/92,0.001,418.48999
,,,,,28/10/92,0.004,420.130005
,,,,,29/10/92,0.002,420.859985
,,,,,30/10/92,-0.005,418.679993
,,,,,02/11/92,0.01,422.75
,,,,,03/11/92,-0.007,419.920013
,,,,,04/11/92,-0.007,417.109985
,,,,,05/11/92,0.003,418.339996
,,,,,06/11/92,-0.002,417.579987
,,,,,09/11/92,0.002,418.589996
,,,,,10/11/92,0,418.619995
,,,,,11/11/92,0.009,422.200012
,,,,,12/11/92,0.002,422.869995
,,,,,13/11/92,-0.001,422.429993
,,,,,16/11/92,-0.004,420.679993
,,,,,17/11/92,-0.003,419.269989
,,,,,18/11/92,0.009,422.850006
,,,,,19/11/92,0.002,423.609985
,,,,,20/11/92,0.007,426.649994
,,,,,23/11/92,-0.004,425.119995
,,,,,24/11/92,0.006,427.589996
,,,,,25/11/92,0.004,429.190002
,,,,,27/11/92,0.002,430.160004
,,,,,30/11/92,0.003,431.350006
,,,,,01/12/92,-0.001,430.779999
,,,,,02/12/92,-0.002,429.890015
,,,,,03/12/92,0,429.910004
,,,,,04/12/92,0.005,432.059998
,,,,,07/12/92,0.008,435.309998
,,,,,08/12/92,0.004,436.98999
,,,,,09/12/92,-0.003,435.649994
,,,,,10/12/92,-0.002,434.640015
,,,,,11/12/92,-0.002,433.730011
,,,,,14/12/92,-0.002,432.839996
,,,,,15/12/92,-0.001,432.570007
,,,,,16/12/92,-0.002,431.519989
,,,,,17/12/92,0.009,435.429993
,,,,,18/12/92,0.013,441.279999
,,,,,21/12/92,-0.001,440.700012
,,,,,22/12/92,-0.001,440.309998
,,,,,23/12/92,-0.003,439.029999
,,,,,24/12/92,0.002,439.769989
,,,,,28/12/92,-0.001,439.149994
,,,,,29/12/92,-0.003,437.980011
,,,,,30/12/92,0.002,438.820007
,,,,,31/12/92,-0.007,435.709991
,,,,,04/01/93,-0.001,435.380005
,,,,,05/01/93,-0.002,434.339996
,,,,,06/01/93,0,434.519989
,,,,,07/01/93,-0.009,430.730011
,,,,,08/01/93,-0.004,429.049988
,,,,,11/01/93,0.004,430.950012
,,,,,12/01/93,0,431.040009
,,,,,13/01/93,0.005,433.029999
,,,,,14/01/93,0.007,435.940002
,,,,,15/01/93,0.003,437.149994
,,,,,18/01/93,-0.001,436.839996
,,,,,19/01/93,-0.004,435.130005
,,,,,20/01/93,-0.004,433.369995
,,,,,21/01/93,0.005,435.48999
,,,,,22/01/93,0.001,436.109985
,,,,,25/01/93,0.009,440.01001
,,,,,26/01/93,0,439.950012
,,,,,27/01/93,-0.004,438.109985
,,,,,28/01/93,0.001,438.660004
,,,,,29/01/93,0,438.779999
,,,,,01/02/93,0.009,442.519989
,,,,,02/02/93,0,442.549988
,,,,,03/02/93,0.011,447.200012
,,,,,04/02/93,0.005,449.559998
,,,,,05/02/93,-0.001,448.929993
,,,,,08/02/93,-0.002,447.850006
,,,,,09/02/93,-0.006,445.329987
,,,,,10/02/93,0.002,446.230011
,,,,,11/02/93,0.003,447.660004
,,,,,12/02/93,-0.007,444.579987
,,,,,16/02/93,-0.024,433.910004
,,,,,17/02/93,-0.001,433.299988
,,,,,18/02/93,-0.003,431.899994
,,,,,19/02/93,0.005,434.220001
,,,,,22/02/93,0.002,435.23999
,,,,,23/02/93,-0.001,434.799988
,,,,,24/02/93,0.014,440.869995
,,,,,25/02/93,0.003,442.339996
,,,,,26/02/93,0.002,443.380005
,,,,,01/03/93,-0.003,442.01001
,,,,,02/03/93,0.013,447.899994
,,,,,03/03/93,0.003,449.26001
,,,,,04/03/93,-0.004,447.339996
,,,,,05/03/93,-0.003,446.109985
,,,,,08/03/93,0.019,454.709991
,,,,,09/03/93,-0.001,454.399994
,,,,,10/03/93,0.004,456.329987
,,,,,11/03/93,-0.006,453.720001
,,,,,12/03/93,-0.009,449.829987
,,,,,15/03/93,0.004,451.429993
,,,,,16/03/93,0,451.369995
,,,,,17/03/93,-0.007,448.309998
,,,,,18/03/93,0.008,451.890015
,,,,,19/03/93,-0.004,450.179993
,,,,,22/03/93,-0.003,448.880005
,,,,,23/03/93,0,448.76001
,,,,,24/03/93,-0.002,448.070007
,,,,,25/03/93,0.006,450.880005
,,,,,26/03/93,-0.007,447.779999
,,,,,29/03/93,0.007,450.769989
,,,,,30/03/93,0.003,451.970001
,,,,,31/03/93,-0.001,451.670013
,,,,,01/04/93,-0.003,450.299988
,,,,,02/04/93,-0.02,441.390015
,,,,,05/04/93,0.002,442.290009
,,,,,06/04/93,-0.003,441.160004
,,,,,07/04/93,0.004,442.730011
,,,,,08/04/93,-0.002,441.839996
,,,,,12/04/93,0.015,448.369995
,,,,,13/04/93,0.002,449.220001
,,,,,14/04/93,-0.001,448.660004
,,,,,15/04/93,-0.001,448.399994
,,,,,16/04/93,0.001,448.940002
,,,,,19/04/93,-0.003,447.459991
,,,,,20/04/93,-0.005,445.100006
,,,,,21/04/93,-0.003,443.630005
,,,,,22/04/93,-0.009,439.459991
,,,,,23/04/93,-0.006,437.029999
,,,,,26/04/93,-0.008,433.540009
,,,,,27/04/93,0.01,438.01001
,,,,,28/04/93,0,438.019989
,,,,,29/04/93,0.002,438.890015
,,,,,30/04/93,0.003,440.190002
,,,,,03/05/93,0.005,442.459991
,,,,,04/05/93,0.004,444.049988
,,,,,05/05/93,0.001,444.519989
,,,,,06/05/93,-0.003,443.26001
,,,,,07/05/93,-0.002,442.309998
,,,,,10/05/93,0.001,442.799988
,,,,,11/05/93,0.004,444.359985
,,,,,12/05/93,0.001,444.799988
,,,,,13/05/93,-0.013,439.230011
,,,,,14/05/93,0.001,439.559998
,,,,,17/05/93,0.002,440.369995
,,,,,18/05/93,0,440.320007
,,,,,19/05/93,0.016,447.570007
,,,,,20/05/93,0.007,450.589996
,,,,,21/05/93,-0.011,445.839996
,,,,,24/05/93,0.005,448
,,,,,25/05/93,0.002,448.850006
,,,,,26/05/93,0.01,453.440002
,,,,,27/05/93,-0.002,452.410004
,,,,,28/05/93,-0.005,450.190002
,,,,,01/06/93,0.008,453.829987
,,,,,02/06/93,0,453.850006
,,,,,03/06/93,-0.003,452.48999
,,,,,04/06/93,-0.005,450.059998
,,,,,07/06/93,-0.005,447.690002
,,,,,08/06/93,-0.007,444.709991
,,,,,09/06/93,0.002,445.779999
,,,,,10/06/93,-0.001,445.380005
,,,,,11/06/93,0.004,447.26001
,,,,,14/06/93,0.001,447.709991
,,,,,15/06/93,-0.003,446.269989
,,,,,16/06/93,0.003,447.429993
,,,,,17/06/93,0.002,448.540009
,,,,,18/06/93,-0.011,443.679993
,,,,,21/06/93,0.006,446.220001
,,,,,22/06/93,-0.001,445.929993
,,,,,23/06/93,-0.006,443.190002
,,,,,24/06/93,0.008,446.619995
,,,,,25/06/93,0.002,447.600006
,,,,,28/06/93,0.009,451.850006
,,,,,29/06/93,-0.003,450.690002
,,,,,30/06/93,0,450.529999
,,,,,01/07/93,-0.003,449.019989
,,,,,02/07/93,-0.007,445.839996
,,,,,06/07/93,-0.01,441.429993
,,,,,07/07/93,0.003,442.829987
,,,,,08/07/93,0.013,448.640015
,,,,,09/07/93,-0.001,448.109985
,,,,,12/07/93,0.002,448.980011
,,,,,13/07/93,-0.002,448.089996
,,,,,14/07/93,0.004,450.079987
,,,,,15/07/93,-0.002,449.220001
,,,,,16/07/93,-0.008,445.75
,,,,,19/07/93,0.001,446.029999
,,,,,20/07/93,0.003,447.309998
,,,,,21/07/93,0,447.179993
,,,,,22/07/93,-0.006,444.51001
,,,,,23/07/93,0.006,447.100006
,,,,,26/07/93,0.004,449.089996
,,,,,27/07/93,-0.002,448.23999
,,,,,28/07/93,-0.002,447.190002
,,,,,29/07/93,0.007,450.23999
,,,,,30/07/93,-0.005,448.130005
,,,,,02/08/93,0.005,450.149994
,,,,,03/08/93,-0.002,449.269989
,,,,,04/08/93,-0.002,448.540009
,,,,,05/08/93,-0.001,448.130005
,,,,,06/08/93,0.001,448.679993
,,,,,09/08/93,0.005,450.720001
,,,,,10/08/93,-0.003,449.450012
,,,,,11/08/93,0.002,450.459991
,,,,,12/08/93,-0.003,448.959991
,,,,,13/08/93,0.003,450.140015
,,,,,16/08/93,0.005,452.380005
,,,,,17/08/93,0.002,453.130005
,,,,,18/08/93,0.006,456.040009
,,,,,19/08/93,0.001,456.429993
,,,,,20/08/93,-0.001,456.160004
,,,,,23/08/93,-0.002,455.230011
,,,,,24/08/93,0.01,459.769989
,,,,,25/08/93,0.001,460.130005
,,,,,26/08/93,0.002,461.040009
,,,,,27/08/93,-0.001,460.540009
,,,,,30/08/93,0.003,461.899994
,,,,,31/08/93,0.004,463.559998
,,,,,01/09/93,-0.001,463.149994
,,,,,02/09/93,-0.004,461.299988
,,,,,03/09/93,0,461.339996
,,,,,07/09/93,-0.006,458.519989
,,,,,08/09/93,-0.004,456.649994
,,,,,09/09/93,0.002,457.5
,,,,,10/09/93,0.009,461.720001
,,,,,13/09/93,0.001,462.059998
,,,,,14/09/93,-0.005,459.899994
,,,,,15/09/93,0.004,461.600006
,,,,,16/09/93,-0.005,459.429993
,,,,,17/09/93,-0.001,458.829987
,,,,,20/09/93,-0.008,455.049988
,,,,,21/09/93,-0.005,452.950012
,,,,,22/09/93,0.007,456.200012
,,,,,23/09/93,0.003,457.73999
,,,,,24/09/93,0,457.630005
,,,,,27/09/93,0.009,461.799988
,,,,,28/09/93,-0.001,461.529999
,,,,,29/09/93,-0.003,460.109985
,,,,,30/09/93,-0.003,458.929993
,,,,,01/10/93,0.005,461.279999
,,,,,04/10/93,0,461.339996
,,,,,05/10/93,0,461.200012
,,,,,06/10/93,-0.001,460.73999
,,,,,07/10/93,-0.003,459.179993
,,,,,08/10/93,0.002,460.309998
,,,,,11/10/93,0.001,460.880005
,,,,,12/10/93,0.001,461.119995
,,,,,13/10/93,0.001,461.48999
,,,,,14/10/93,0.012,466.829987
,,,,,15/10/93,0.006,469.5
,,,,,18/10/93,-0.002,468.450012
,,,,,19/10/93,-0.005,466.209991
,,,,,20/10/93,0,466.070007
,,,,,21/10/93,-0.002,465.359985
,,,,,22/10/93,-0.004,463.269989
,,,,,25/10/93,0.002,464.200012
,,,,,26/10/93,0,464.299988
,,,,,27/10/93,0.001,464.609985
,,,,,28/10/93,0.007,467.730011
,,,,,29/10/93,0,467.829987
,,,,,01/11/93,0.003,469.100006
,,,,,02/11/93,-0.001,468.440002
,,,,,03/11/93,-0.012,463.019989
,,,,,04/11/93,-0.012,457.48999
,,,,,05/11/93,0.005,459.570007
,,,,,08/11/93,0.001,460.209991
,,,,,09/11/93,0,460.329987
,,,,,10/11/93,0.007,463.720001
,,,,,11/11/93,-0.002,462.640015
,,,,,12/11/93,0.006,465.390015
,,,,,15/11/93,-0.004,463.75
,,,,,16/11/93,0.006,466.73999
,,,,,17/11/93,-0.004,464.809998
,,,,,18/11/93,-0.003,463.619995
,,,,,19/11/93,-0.002,462.600006
,,,,,22/11/93,-0.008,459.130005
,,,,,23/11/93,0.004,461.029999
,,,,,24/11/93,0.003,462.359985
,,,,,26/11/93,0.002,463.059998
,,,,,29/11/93,-0.003,461.899994
,,,,,30/11/93,0,461.790009
,,,,,01/12/93,0,461.890015
,,,,,02/12/93,0.003,463.109985
,,,,,03/12/93,0.004,464.890015
,,,,,06/12/93,0.003,466.429993
,,,,,07/12/93,0.001,466.76001
,,,,,08/12/93,-0.001,466.290009
,,,,,09/12/93,-0.005,464.179993
,,,,,10/12/93,-0.001,463.929993
,,,,,13/12/93,0.004,465.700012
,,,,,14/12/93,-0.006,463.059998
,,,,,15/12/93,-0.003,461.839996
,,,,,16/12/93,0.003,463.339996
,,,,,17/12/93,0.007,466.380005
,,,,,20/12/93,-0.001,465.850006
,,,,,21/12/93,-0.001,465.299988
,,,,,22/12/93,0.004,467.320007
,,,,,23/12/93,0,467.380005
,,,,,27/12/93,0.007,470.540009
,,,,,28/12/93,0.001,470.940002
,,,,,29/12/93,-0.001,470.579987
,,,,,30/12/93,-0.004,468.640015
,,,,,31/12/93,-0.005,466.450012
,,,,,03/01/94,-0.002,465.440002
,,,,,04/01/94,0.003,466.890015
,,,,,05/01/94,0.001,467.549988
,,,,,06/01/94,-0.001,467.119995
,,,,,07/01/94,0.006,469.899994
,,,,,10/01/94,0.011,475.269989
,,,,,11/01/94,-0.002,474.130005
,,,,,12/01/94,0,474.170013
,,,,,13/01/94,-0.004,472.470001
,,,,,14/01/94,0.005,474.910004
,,,,,17/01/94,-0.003,473.299988
,,,,,18/01/94,0.002,474.25
,,,,,19/01/94,0,474.299988
,,,,,20/01/94,0.001,474.980011
,,,,,21/01/94,-0.001,474.720001
,,,,,24/01/94,-0.006,471.970001
,,,,,25/01/94,-0.002,470.920013
,,,,,26/01/94,0.005,473.200012
,,,,,27/01/94,0.008,477.049988
,,,,,28/01/94,0.003,478.700012
,,,,,31/01/94,0.006,481.609985
,,,,,01/02/94,-0.004,479.619995
,,,,,02/02/94,0.005,482
,,,,,03/02/94,-0.003,480.709991
,,,,,04/02/94,-0.023,469.809998
,,,,,07/02/94,0.004,471.76001
,,,,,08/02/94,-0.002,471.049988
,,,,,09/02/94,0.004,472.769989
,,,,,10/02/94,-0.008,468.929993
,,,,,11/02/94,0.003,470.179993
,,,,,14/02/94,0,470.230011
,,,,,15/02/94,0.005,472.519989
,,,,,16/02/94,0.001,472.790009
,,,,,17/02/94,-0.005,470.339996
,,,,,18/02/94,-0.006,467.690002
,,,,,22/02/94,0.008,471.459991
,,,,,23/02/94,-0.002,470.690002
,,,,,24/02/94,-0.014,464.26001
,,,,,25/02/94,0.004,466.070007
,,,,,28/02/94,0.002,467.140015
,,,,,01/03/94,-0.006,464.440002
,,,,,02/03/94,0.001,464.809998
,,,,,03/03/94,-0.004,463.01001
,,,,,04/03/94,0.004,464.73999
,,,,,07/03/94,0.005,466.910004
,,,,,08/03/94,-0.002,465.880005
,,,,,09/03/94,0.003,467.059998
,,,,,10/03/94,-0.007,463.899994
,,,,,11/03/94,0.005,466.440002
,,,,,14/03/94,0.002,467.390015
,,,,,15/03/94,-0.001,467.01001
,,,,,16/03/94,0.005,469.420013
,,,,,17/03/94,0.003,470.899994
,,,,,18/03/94,0,471.059998
,,,,,21/03/94,-0.005,468.540009
,,,,,22/03/94,0.001,468.799988
,,,,,23/03/94,-0.001,468.540009
,,,,,24/03/94,-0.009,464.350006
,,,,,25/03/94,-0.008,460.579987
,,,,,28/03/94,-0.001,460
,,,,,29/03/94,-0.016,452.480011
,,,,,30/03/94,-0.015,445.549988
,,,,,31/03/94,0,445.769989
,,,,,04/04/94,-0.015,438.920013
,,,,,05/04/94,0.021,448.290009
,,,,,06/04/94,-0.001,448.049988
,,,,,07/04/94,0.006,450.880005
,,,,,08/04/94,-0.008,447.100006
,,,,,11/04/94,0.006,449.869995
,,,,,12/04/94,-0.005,447.570007
,,,,,13/04/94,-0.003,446.26001
,,,,,14/04/94,0,446.380005
,,,,,15/04/94,0,446.179993
,,,,,18/04/94,-0.008,442.459991
,,,,,19/04/94,0,442.540009
,,,,,20/04/94,-0.001,441.959991
,,,,,21/04/94,0.015,448.730011
,,,,,22/04/94,-0.002,447.630005
,,,,,25/04/94,0.011,452.709991
,,,,,26/04/94,-0.002,451.869995
,,,,,28/04/94,-0.006,449.100006
,,,,,29/04/94,0.004,450.910004
,,,,,02/05/94,0.005,453.019989
,,,,,03/05/94,0,453.029999
,,,,,04/05/94,-0.003,451.720001
,,,,,05/05/94,-0.001,451.380005
,,,,,06/05/94,-0.008,447.820007
,,,,,09/05/94,-0.012,442.320007
,,,,,10/05/94,0.008,446.01001
,,,,,11/05/94,-0.01,441.48999
,,,,,12/05/94,0.005,443.75
,,,,,13/05/94,0.001,444.140015
,,,,,16/05/94,0.001,444.48999
,,,,,17/05/94,0.011,449.369995
,,,,,18/05/94,0.01,453.690002
,,,,,19/05/94,0.006,456.480011
,,,,,20/05/94,-0.003,454.920013
,,,,,23/05/94,-0.004,453.200012
,,,,,24/05/94,0.004,454.809998
,,,,,25/05/94,0.003,456.339996
,,,,,26/05/94,0.002,457.059998
,,,,,27/05/94,0.001,457.329987
,,,,,31/05/94,-0.002,456.5
,,,,,01/06/94,0.002,457.630005
,,,,,02/06/94,0,457.649994
,,,,,03/06/94,0.005,460.130005
,,,,,06/06/94,-0.003,458.880005
,,,,,07/06/94,-0.001,458.209991
,,,,,08/06/94,-0.003,457.059998
,,,,,09/06/94,0.002,457.859985
,,,,,10/06/94,0.002,458.670013
,,,,,13/06/94,0.001,459.100006
,,,,,14/06/94,0.007,462.369995
,,,,,15/06/94,-0.004,460.609985
