,Dates,Daily.Returns,Close,,Dates,Daily.Returns,Close
,,,,,25/10/13,0.004,1759.77002
,,,,,28/10/13,0.001,1762.109985
,,,,,29/10/13,0.006,1771.949951
,,,,,30/10/13,-0.005,1763.310059
,,,,,31/10/13,-0.004,1756.540039
,,,,,01/11/13,0.003,1761.640015
,,,,,04/11/13,0.004,1767.930054
,,,,,05/11/13,-0.003,1762.969971
,,,,,06/11/13,0.004,1770.48999
,,,,,07/11/13,-0.013,1747.150024
,,,,,08/11/13,0.013,1770.609985
,,,,,11/11/13,0.001,1771.890015
,,,,,12/11/13,-0.002,1767.689941
,,,,,13/11/13,0.008,1782
,,,,,14/11/13,0.005,1790.619995
,,,,,15/11/13,0.004,1798.180054
,,,,,18/11/13,-0.004,1791.530029
,,,,,19/11/13,-0.002,1787.869995
,,,,,20/11/13,-0.004,1781.369995
,,,,,21/11/13,0.008,1795.849976
,,,,,22/11/13,0.005,1804.76001
,,,,,25/11/13,-0.001,1802.47998
,,,,,26/11/13,0,1802.75
,,,,,27/11/13,0.002,1807.22998
,,,,,29/11/13,-0.001,1805.810059
,,,,,02/12/13,-0.003,1800.900024
,,,,,03/12/13,-0.003,1795.150024
,,,,,04/12/13,-0.001,1792.810059
,,,,,05/12/13,-0.004,1785.030029
,,,,,06/12/13,0.011,1805.089966
,,,,,09/12/13,0.002,1808.369995
,,,,,10/12/13,-0.003,1802.619995
,,,,,11/12/13,-0.011,1782.219971
,,,,,12/12/13,-0.004,1775.5
,,,,,13/12/13,0,1775.319946
,,,,,16/12/13,0.006,1786.540039
,,,,,17/12/13,-0.003,1781
,,,,,18/12/13,0.017,1810.650024
,,,,,19/12/13,-0.001,1809.599976
,,,,,20/12/13,0.005,1818.319946
,,,,,23/12/13,0.005,1827.98999
,,,,,24/12/13,0.003,1833.319946
,,,,,26/12/13,0.005,1842.02002
,,,,,27/12/13,0,1841.400024
,,,,,30/12/13,0,1841.069946
,,,,,31/12/13,0.004,1848.359985
,,,,,02/01/14,-0.009,1831.97998
,,,,,03/01/14,0,1831.369995
,,,,,06/01/14,-0.003,1826.77002
,,,,,07/01/14,0.006,1837.880005
,,,,,08/01/14,0,1837.48999
,,,,,09/01/14,0,1838.130005
,,,,,10/01/14,0.002,1842.369995
,,,,,13/01/14,-0.013,1819.199951
,,,,,14/01/14,0.011,1838.880005
,,,,,15/01/14,0.005,1848.380005
,,,,,16/01/14,-0.001,1845.890015
,,,,,17/01/14,-0.004,1838.699951
,,,,,21/01/14,0.003,1843.800049
,,,,,22/01/14,0.001,1844.859985
,,,,,23/01/14,-0.009,1828.459961
,,,,,24/01/14,-0.021,1790.290039
,,,,,27/01/14,-0.005,1781.560059
,,,,,28/01/14,0.006,1792.5
,,,,,29/01/14,-0.01,1774.199951
,,,,,30/01/14,0.011,1794.189941
,,,,,31/01/14,-0.006,1782.589966
,,,,,03/02/14,-0.023,1741.890015
,,,,,04/02/14,0.008,1755.199951
,,,,,05/02/14,-0.002,1751.640015
,,,,,06/02/14,0.012,1773.430054
,,,,,07/02/14,0.013,1797.02002
,,,,,10/02/14,0.002,1799.839966
,,,,,11/02/14,0.011,1819.75
,,,,,12/02/14,0,1819.26001
,,,,,13/02/14,0.006,1829.829956
,,,,,14/02/14,0.005,1838.630005
,,,,,18/02/14,0.001,1840.76001
,,,,,19/02/14,-0.007,1828.75
,,,,,20/02/14,0.006,1839.780029
,,,,,21/02/14,-0.002,1836.25
,,,,,24/02/14,0.006,1847.609985
,,,,,25/02/14,-0.001,1845.119995
,,,,,26/02/14,0,1845.160034
,,,,,27/02/14,0.005,1854.290039
,,,,,28/02/14,0.003,1859.449951
,,,,,03/03/14,-0.007,1845.72998
,,,,,04/03/14,0.015,1873.910034
,,,,,05/03/14,0,1873.810059
,,,,,06/03/14,0.002,1877.030029
,,,,,07/03/14,0.001,1878.040039
,,,,,10/03/14,0,1877.170044
,,,,,11/03/14,-0.005,1867.630005
,,,,,12/03/14,0,1868.199951
,,,,,13/03/14,-0.012,1846.339966
,,,,,14/03/14,-0.003,1841.130005
,,,,,17/03/14,0.01,1858.829956
,,,,,18/03/14,0.007,1872.25
,,,,,19/03/14,-0.006,1860.77002
,,,,,20/03/14,0.006,1872.01001
,,,,,21/03/14,-0.003,1866.52002
,,,,,24/03/14,-0.005,1857.439941
,,,,,25/03/14,0.004,1865.619995
,,,,,26/03/14,-0.007,1852.560059
,,,,,27/03/14,-0.002,1849.040039
,,,,,28/03/14,0.005,1857.619995
,,,,,31/03/14,0.008,1872.339966
,,,,,01/04/14,0.007,1885.52002
,,,,,02/04/14,0.003,1890.900024
,,,,,03/04/14,-0.001,1888.77002
,,,,,04/04/14,-0.013,1865.089966
,,,,,07/04/14,-0.011,1845.040039
,,,,,08/04/14,0.004,1851.959961
,,,,,09/04/14,0.011,1872.180054
,,,,,10/04/14,-0.021,1833.079956
,,,,,11/04/14,-0.009,1815.689941
,,,,,14/04/14,0.008,1830.609985
,,,,,15/04/14,0.007,1842.97998
,,,,,16/04/14,0.01,1862.310059
,,,,,17/04/14,0.001,1864.849976
,,,,,21/04/14,0.004,1871.890015
,,,,,22/04/14,0.004,1879.550049
,,,,,23/04/14,-0.002,1875.390015
,,,,,24/04/14,0.002,1878.609985
,,,,,25/04/14,-0.008,1863.400024
,,,,,28/04/14,0.003,1869.430054
,,,,,29/04/14,0.005,1878.329956
,,,,,30/04/14,0.003,1883.949951
,,,,,01/05/14,0,1883.680054
,,,,,02/05/14,-0.001,1881.140015
,,,,,05/05/14,0.002,1884.660034
,,,,,06/05/14,-0.009,1867.719971
,,,,,07/05/14,0.006,1878.209961
,,,,,08/05/14,-0.001,1875.630005
,,,,,09/05/14,0.002,1878.47998
,,,,,12/05/14,0.01,1896.650024
,,,,,13/05/14,0,1897.449951
,,,,,14/05/14,-0.005,1888.530029
,,,,,15/05/14,-0.009,1870.849976
,,,,,16/05/14,0.004,1877.859985
,,,,,19/05/14,0.004,1885.079956
,,,,,20/05/14,-0.006,1872.829956
,,,,,21/05/14,0.008,1888.030029
,,,,,22/05/14,0.002,1892.48999
,,,,,23/05/14,0.004,1900.530029
,,,,,27/05/14,0.006,1911.910034
,,,,,28/05/14,-0.001,1909.780029
,,,,,29/05/14,0.005,1920.030029
,,,,,30/05/14,0.002,1923.569946
,,,,,02/06/14,0.001,1924.969971
,,,,,03/06/14,0,1924.23999
,,,,,04/06/14,0.002,1927.880005
,,,,,05/06/14,0.007,1940.459961
,,,,,06/06/14,0.005,1949.439941
,,,,,09/06/14,0.001,1951.27002
,,,,,10/06/14,0,1950.790039
,,,,,11/06/14,-0.004,1943.890015
,,,,,12/06/14,-0.007,1930.109985
,,,,,13/06/14,0.003,1936.160034
,,,,,16/06/14,0.001,1937.780029
,,,,,17/06/14,0.002,1941.98999
,,,,,18/06/14,0.008,1956.97998
,,,,,19/06/14,0.001,1959.47998
,,,,,20/06/14,0.002,1962.869995
,,,,,23/06/14,0,1962.609985
,,,,,24/06/14,-0.006,1949.97998
,,,,,25/06/14,0.005,1959.530029
,,,,,26/06/14,-0.001,1957.219971
,,,,,27/06/14,0.002,1960.959961
,,,,,30/06/14,0,1960.22998
,,,,,01/07/14,0.007,1973.319946
,,,,,02/07/14,0.001,1974.619995
,,,,,03/07/14,0.005,1985.439941
,,,,,07/07/14,-0.004,1977.650024
,,,,,08/07/14,-0.007,1963.709961
,,,,,09/07/14,0.005,1972.829956
,,,,,10/07/14,-0.004,1964.680054
,,,,,11/07/14,0.001,1967.569946
,,,,,14/07/14,0.005,1977.099976
,,,,,15/07/14,-0.002,1973.280029
,,,,,16/07/14,0.004,1981.569946
,,,,,17/07/14,-0.012,1958.119995
,,,,,18/07/14,0.01,1978.219971
,,,,,21/07/14,-0.002,1973.630005
,,,,,22/07/14,0.005,1983.530029
,,,,,23/07/14,0.002,1987.01001
,,,,,24/07/14,0,1987.97998
,,,,,25/07/14,-0.005,1978.339966
,,,,,28/07/14,0,1978.910034
,,,,,29/07/14,-0.005,1969.949951
,,,,,30/07/14,0,1970.069946
,,,,,31/07/14,-0.02,1930.670044
,,,,,01/08/14,-0.003,1925.150024
,,,,,04/08/14,0.007,1938.98999
,,,,,05/08/14,-0.01,1920.209961
,,,,,06/08/14,0,1920.23999
,,,,,07/08/14,-0.006,1909.569946
,,,,,08/08/14,0.012,1931.589966
,,,,,11/08/14,0.003,1936.920044
,,,,,12/08/14,-0.002,1933.75
,,,,,13/08/14,0.007,1946.719971
,,,,,14/08/14,0.004,1955.180054
,,,,,15/08/14,0,1955.060059
,,,,,18/08/14,0.009,1971.73999
,,,,,19/08/14,0.005,1981.599976
,,,,,20/08/14,0.002,1986.51001
,,,,,21/08/14,0.003,1992.369995
,,,,,22/08/14,-0.002,1988.400024
,,,,,25/08/14,0.005,1997.920044
,,,,,26/08/14,0.001,2000.02002
,,,,,27/08/14,0,2000.119995
,,,,,28/08/14,-0.002,1996.73999
,,,,,29/08/14,0.003,2003.369995
,,,,,02/09/14,-0.001,2002.280029
,,,,,03/09/14,-0.001,2000.719971
,,,,,04/09/14,-0.002,1997.650024
,,,,,05/09/14,0.005,2007.709961
,,,,,08/09/14,-0.003,2001.540039
,,,,,09/09/14,-0.007,1988.439941
,,,,,10/09/14,0.004,1995.689941
,,,,,11/09/14,0.001,1997.449951
,,,,,12/09/14,-0.006,1985.540039
,,,,,15/09/14,-0.001,1984.130005
,,,,,16/09/14,0.007,1998.97998
,,,,,17/09/14,0.001,2001.569946
,,,,,18/09/14,0.005,2011.359985
,,,,,19/09/14,0,2010.400024
,,,,,22/09/14,-0.008,1994.290039
,,,,,23/09/14,-0.006,1982.77002
,,,,,24/09/14,0.008,1998.300049
,,,,,25/09/14,-0.016,1965.98999
,,,,,26/09/14,0.009,1982.849976
,,,,,29/09/14,-0.003,1977.800049
,,,,,30/09/14,-0.003,1972.290039
,,,,,01/10/14,-0.013,1946.160034
,,,,,02/10/14,0,1946.170044
,,,,,03/10/14,0.011,1967.900024
,,,,,06/10/14,-0.002,1964.819946
,,,,,07/10/14,-0.015,1935.099976
,,,,,08/10/14,0.017,1968.890015
,,,,,09/10/14,-0.021,1928.209961
,,,,,10/10/14,-0.011,1906.130005
,,,,,13/10/14,-0.016,1874.73999
,,,,,14/10/14,0.002,1877.699951
,,,,,15/10/14,-0.008,1862.48999
,,,,,16/10/14,0,1862.76001
,,,,,17/10/14,0.013,1886.76001
,,,,,20/10/14,0.009,1904.01001
,,,,,21/10/14,0.02,1941.280029
,,,,,22/10/14,-0.007,1927.109985
,,,,,23/10/14,0.012,1950.819946
,,,,,24/10/14,0.007,1964.579956
,,,,,27/10/14,-0.002,1961.630005
,,,,,28/10/14,0.012,1985.050049
,,,,,29/10/14,-0.001,1982.300049
,,,,,30/10/14,0.006,1994.650024
,,,,,31/10/14,0.012,2018.050049
,,,,,03/11/14,0,2017.810059
,,,,,04/11/14,-0.003,2012.099976
,,,,,05/11/14,0.006,2023.569946
,,,,,06/11/14,0.004,2031.209961
,,,,,07/11/14,0,2031.920044
,,,,,10/11/14,0.003,2038.26001
,,,,,11/11/14,0.001,2039.680054
,,,,,12/11/14,-0.001,2038.25
,,,,,13/11/14,0.001,2039.329956
,,,,,14/11/14,0,2039.819946
,,,,,17/11/14,0.001,2041.319946
,,,,,18/11/14,0.005,2051.800049
,,,,,19/11/14,-0.002,2048.719971
,,,,,20/11/14,0.002,2052.75
,,,,,21/11/14,0.005,2063.5
,,,,,24/11/14,0.003,2069.409912
,,,,,25/11/14,-0.001,2067.030029
,,,,,26/11/14,0.003,2072.830078
,,,,,28/11/14,-0.003,2067.560059
,,,,,01/12/14,-0.007,2053.439941
,,,,,02/12/14,0.006,2066.550049
,,,,,03/12/14,0.004,2074.330078
,,,,,04/12/14,-0.001,2071.919922
,,,,,05/12/14,0.002,2075.370117
,,,,,08/12/14,-0.007,2060.310059
,,,,,09/12/14,0,2059.820068
,,,,,10/12/14,-0.016,2026.140015
,,,,,11/12/14,0.005,2035.329956
,,,,,12/12/14,-0.016,2002.329956
,,,,,15/12/14,-0.006,1989.630005
,,,,,16/12/14,-0.008,1972.73999
,,,,,17/12/14,0.02,2012.890015
,,,,,18/12/14,0.024,2061.22998
,,,,,19/12/14,0.005,2070.649902
,,,,,22/12/14,0.004,2078.540039
,,,,,23/12/14,0.002,2082.169922
,,,,,24/12/14,0,2081.879883
,,,,,26/12/14,0.003,2088.77002
,,,,,29/12/14,0.001,2090.570068
,,,,,30/12/14,-0.005,2080.350098
,,,,,31/12/14,-0.01,2058.899902
,,,,,02/01/15,0,2058.199951
,,,,,05/01/15,-0.018,2020.579956
,,,,,06/01/15,-0.009,2002.609985
,,,,,07/01/15,0.012,2025.900024
,,,,,08/01/15,0.018,2062.139893
,,,,,09/01/15,-0.008,2044.810059
,,,,,12/01/15,-0.008,2028.26001
,,,,,13/01/15,-0.003,2023.030029
,,,,,14/01/15,-0.006,2011.27002
,,,,,15/01/15,-0.009,1992.670044
,,,,,16/01/15,0.013,2019.420044
,,,,,20/01/15,0.002,2022.550049
,,,,,21/01/15,0.005,2032.119995
,,,,,22/01/15,0.015,2063.149902
,,,,,23/01/15,-0.005,2051.820068
,,,,,26/01/15,0.003,2057.090088
,,,,,27/01/15,-0.013,2029.550049
,,,,,28/01/15,-0.013,2002.160034
,,,,,29/01/15,0.01,2021.25
,,,,,30/01/15,-0.013,1994.98999
,,,,,02/02/15,0.013,2020.849976
,,,,,03/02/15,0.014,2050.030029
,,,,,04/02/15,-0.004,2041.51001
,,,,,05/02/15,0.01,2062.52002
,,,,,06/02/15,-0.003,2055.469971
,,,,,09/02/15,-0.004,2046.73999
,,,,,10/02/15,0.011,2068.590088
,,,,,11/02/15,0,2068.530029
,,,,,12/02/15,0.01,2088.47998
,,,,,13/02/15,0.004,2096.98999
,,,,,17/02/15,0.002,2100.340088
,,,,,18/02/15,0,2099.679932
,,,,,19/02/15,-0.001,2097.449951
,,,,,20/02/15,0.006,2110.300049
,,,,,23/02/15,0,2109.659912
,,,,,24/02/15,0.003,2115.47998
,,,,,25/02/15,-0.001,2113.860107
,,,,,26/02/15,-0.001,2110.73999
,,,,,27/02/15,-0.003,2104.5
,,,,,02/03/15,0.006,2117.389893
,,,,,03/03/15,-0.005,2107.780029
,,,,,04/03/15,-0.004,2098.530029
,,,,,05/03/15,0.001,2101.040039
,,,,,06/03/15,-0.014,2071.26001
,,,,,09/03/15,0.004,2079.429932
,,,,,10/03/15,-0.017,2044.160034
,,,,,11/03/15,-0.002,2040.23999
,,,,,12/03/15,0.013,2065.949951
,,,,,13/03/15,-0.006,2053.399902
,,,,,16/03/15,0.014,2081.189941
,,,,,17/03/15,-0.003,2074.280029
,,,,,18/03/15,0.012,2099.5
,,,,,19/03/15,-0.005,2089.27002
,,,,,20/03/15,0.009,2108.100098
,,,,,23/03/15,-0.002,2104.419922
,,,,,24/03/15,-0.006,2091.5
,,,,,25/03/15,-0.015,2061.050049
,,,,,26/03/15,-0.002,2056.149902
,,,,,27/03/15,0.002,2061.02002
,,,,,30/03/15,0.012,2086.23999
,,,,,31/03/15,-0.009,2067.889893
,,,,,01/04/15,-0.004,2059.689941
,,,,,02/04/15,0.004,2066.959961
,,,,,06/04/15,0.007,2080.620117
,,,,,07/04/15,-0.002,2076.330078
,,,,,08/04/15,0.003,2081.899902
,,,,,09/04/15,0.004,2091.179932
,,,,,10/04/15,0.005,2102.060059
,,,,,13/04/15,-0.005,2092.429932
,,,,,14/04/15,0.002,2095.840088
,,,,,15/04/15,0.005,2106.629883
,,,,,16/04/15,-0.001,2104.98999
,,,,,17/04/15,-0.011,2081.179932
,,,,,20/04/15,0.009,2100.399902
,,,,,21/04/15,-0.001,2097.290039
,,,,,22/04/15,0.005,2107.959961
,,,,,23/04/15,0.002,2112.929932
,,,,,24/04/15,0.002,2117.689941
,,,,,27/04/15,-0.004,2108.919922
,,,,,28/04/15,0.003,2114.76001
,,,,,29/04/15,-0.004,2106.850098
,,,,,30/04/15,-0.01,2085.51001
,,,,,01/05/15,0.011,2108.290039
,,,,,04/05/15,0.003,2114.48999
,,,,,05/05/15,-0.012,2089.459961
,,,,,06/05/15,-0.004,2080.149902
,,,,,07/05/15,0.004,2088
,,,,,08/05/15,0.013,2116.100098
,,,,,11/05/15,-0.005,2105.330078
,,,,,12/05/15,-0.003,2099.120117
,,,,,13/05/15,0,2098.47998
,,,,,14/05/15,0.011,2121.100098
,,,,,15/05/15,0.001,2122.72998
,,,,,18/05/15,0.003,2129.199951
,,,,,19/05/15,-0.001,2127.830078
,,,,,20/05/15,-0.001,2125.850098
,,,,,21/05/15,0.002,2130.820068
,,,,,22/05/15,-0.002,2126.060059
,,,,,26/05/15,-0.01,2104.199951
,,,,,27/05/15,0.009,2123.47998
,,,,,28/05/15,-0.001,2120.790039
,,,,,29/05/15,-0.006,2107.389893
,,,,,01/06/15,0.002,2111.72998
,,,,,02/06/15,-0.001,2109.600098
,,,,,03/06/15,0.002,2114.070068
,,,,,04/06/15,-0.009,2095.840088
,,,,,05/06/15,-0.001,2092.830078
,,,,,08/06/15,-0.006,2079.280029
,,,,,09/06/15,0,2080.149902
,,,,,10/06/15,0.012,2105.199951
,,,,,11/06/15,0.002,2108.860107
,,,,,12/06/15,-0.007,2094.110107
,,,,,15/06/15,-0.005,2084.429932
,,,,,16/06/15,0.006,2096.290039
,,,,,17/06/15,0.002,2100.439941
,,,,,18/06/15,0.01,2121.23999
,,,,,19/06/15,-0.005,2109.98999
,,,,,22/06/15,0.006,2122.850098
,,,,,23/06/15,0.001,2124.199951
,,,,,24/06/15,-0.007,2108.580078
,,,,,25/06/15,-0.003,2102.310059
,,,,,26/06/15,0,2101.48999
,,,,,29/06/15,-0.021,2057.639893
,,,,,30/06/15,0.003,2063.110107
,,,,,01/07/15,0.007,2077.419922
,,,,,02/07/15,0,2076.780029
,,,,,06/07/15,-0.004,2068.76001
,,,,,07/07/15,0.006,2081.340088
,,,,,08/07/15,-0.017,2046.680054
,,,,,09/07/15,0.002,2051.310059
,,,,,10/07/15,0.012,2076.620117
,,,,,13/07/15,0.011,2099.600098
,,,,,14/07/15,0.004,2108.949951
,,,,,15/07/15,-0.001,2107.399902
,,,,,16/07/15,0.008,2124.290039
,,,,,17/07/15,0.001,2126.639893
,,,,,20/07/15,0.001,2128.280029
,,,,,21/07/15,-0.004,2119.209961
,,,,,22/07/15,-0.002,2114.149902
,,,,,23/07/15,-0.006,2102.149902
,,,,,24/07/15,-0.011,2079.649902
,,,,,27/07/15,-0.006,2067.639893
,,,,,28/07/15,0.012,2093.25
,,,,,29/07/15,0.007,2108.570068
,,,,,30/07/15,0,2108.629883
,,,,,31/07/15,-0.002,2103.840088
,,,,,03/08/15,-0.003,2098.040039
,,,,,04/08/15,-0.002,2093.320068
,,,,,05/08/15,0.003,2099.840088
,,,,,06/08/15,-0.008,2083.560059
,,,,,07/08/15,-0.003,2077.570068
,,,,,10/08/15,0.013,2104.179932
,,,,,11/08/15,-0.01,2084.070068
,,,,,12/08/15,0.001,2086.050049
,,,,,13/08/15,-0.001,2083.389893
,,,,,14/08/15,0.004,2091.540039
,,,,,17/08/15,0.005,2102.439941
,,,,,18/08/15,-0.003,2096.919922
,,,,,19/08/15,-0.008,2079.610107
,,,,,20/08/15,-0.021,2035.72998
,,,,,21/08/15,-0.032,1970.890015
,,,,,24/08/15,-0.039,1893.209961
,,,,,25/08/15,-0.014,1867.609985
,,,,,26/08/15,0.039,1940.51001
,,,,,27/08/15,0.024,1987.660034
,,,,,28/08/15,0.001,1988.869995
,,,,,31/08/15,-0.008,1972.180054
,,,,,01/09/15,-0.03,1913.849976
,,,,,02/09/15,0.018,1948.859985
,,,,,03/09/15,0.001,1951.130005
,,,,,04/09/15,-0.015,1921.219971
,,,,,08/09/15,0.025,1969.410034
,,,,,09/09/15,-0.014,1942.040039
,,,,,10/09/15,0.005,1952.290039
,,,,,11/09/15,0.004,1961.050049
,,,,,14/09/15,-0.004,1953.030029
,,,,,15/09/15,0.013,1978.089966
,,,,,16/09/15,0.009,1995.310059
,,,,,17/09/15,-0.003,1990.199951
,,,,,18/09/15,-0.016,1958.030029
,,,,,21/09/15,0.005,1966.969971
,,,,,22/09/15,-0.012,1942.73999
,,,,,23/09/15,-0.002,1938.76001
,,,,,24/09/15,-0.003,1932.23999
,,,,,25/09/15,0,1931.339966
,,,,,28/09/15,-0.026,1881.77002
,,,,,29/09/15,0.001,1884.089966
,,,,,30/09/15,0.019,1920.030029
,,,,,01/10/15,0.002,1923.819946
,,,,,02/10/15,0.014,1951.359985
,,,,,05/10/15,0.018,1987.050049
,,,,,06/10/15,-0.004,1979.920044
,,,,,07/10/15,0.008,1995.829956
,,,,,08/10/15,0.009,2013.430054
,,,,,09/10/15,0.001,2014.890015
,,,,,12/10/15,0.001,2017.459961
,,,,,13/10/15,-0.007,2003.689941
,,,,,14/10/15,-0.005,1994.23999
,,,,,15/10/15,0.015,2023.859985
,,,,,16/10/15,0.005,2033.109985
,,,,,19/10/15,0,2033.660034
,,,,,20/10/15,-0.001,2030.77002
,,,,,21/10/15,-0.006,2018.939941
,,,,,22/10/15,0.017,2052.51001
,,,,,23/10/15,0.011,2075.149902
,,,,,26/10/15,-0.002,2071.179932
,,,,,27/10/15,-0.003,2065.889893
,,,,,28/10/15,0.012,2090.350098
,,,,,29/10/15,0,2089.409912
,,,,,30/10/15,-0.005,2079.360107
,,,,,02/11/15,0.012,2104.050049
,,,,,03/11/15,0.003,2109.790039
,,,,,04/11/15,-0.004,2102.310059
,,,,,05/11/15,-0.001,2099.929932
,,,,,06/11/15,0,2099.199951
,,,,,09/11/15,-0.01,2078.580078
,,,,,10/11/15,0.002,2081.719971
,,,,,11/11/15,-0.003,2075
,,,,,12/11/15,-0.014,2045.969971
,,,,,13/11/15,-0.011,2023.040039
,,,,,16/11/15,0.015,2053.189941
,,,,,17/11/15,-0.001,2050.439941
,,,,,18/11/15,0.016,2083.580078
,,,,,19/11/15,-0.001,2081.23999
,,,,,20/11/15,0.004,2089.169922
,,,,,23/11/15,-0.001,2086.590088
,,,,,24/11/15,0.001,2089.139893
,,,,,25/11/15,0,2088.870117
,,,,,27/11/15,0.001,2090.110107
,,,,,30/11/15,-0.005,2080.409912
,,,,,01/12/15,0.011,2102.629883
,,,,,02/12/15,-0.011,2079.51001
,,,,,03/12/15,-0.014,2049.620117
,,,,,04/12/15,0.021,2091.689941
,,,,,07/12/15,-0.007,2077.070068
,,,,,08/12/15,-0.006,2063.590088
,,,,,09/12/15,-0.008,2047.619995
,,,,,10/12/15,0.002,2052.22998
,,,,,11/12/15,-0.019,2012.369995
,,,,,14/12/15,0.005,2021.939941
,,,,,15/12/15,0.011,2043.410034
,,,,,16/12/15,0.015,2073.070068
,,,,,17/12/15,-0.015,2041.890015
,,,,,18/12/15,-0.018,2005.550049
,,,,,21/12/15,0.008,2021.150024
,,,,,22/12/15,0.009,2038.969971
,,,,,23/12/15,0.012,2064.290039
,,,,,24/12/15,-0.002,2060.98999
,,,,,28/12/15,-0.002,2056.5
,,,,,29/12/15,0.011,2078.360107
,,,,,30/12/15,-0.007,2063.360107
,,,,,31/12/15,-0.009,2043.939941
,,,,,04/01/16,-0.015,2012.660034
,,,,,05/01/16,0.002,2016.709961
,,,,,06/01/16,-0.013,1990.26001
,,,,,07/01/16,-0.024,1943.089966
,,,,,08/01/16,-0.011,1922.030029
,,,,,11/01/16,0.001,1923.670044
,,,,,12/01/16,0.008,1938.680054
,,,,,13/01/16,-0.025,1890.280029
,,,,,14/01/16,0.017,1921.839966
,,,,,15/01/16,-0.022,1880.329956
,,,,,19/01/16,0.001,1881.329956
,,,,,20/01/16,-0.012,1859.329956
,,,,,21/01/16,0.005,1868.98999
,,,,,22/01/16,0.02,1906.900024
,,,,,25/01/16,-0.016,1877.079956
,,,,,26/01/16,0.014,1903.630005
,,,,,27/01/16,-0.011,1882.949951
,,,,,28/01/16,0.006,1893.359985
,,,,,29/01/16,0.025,1940.23999
,,,,,01/02/16,0,1939.380005
,,,,,02/02/16,-0.019,1903.030029
,,,,,03/02/16,0.005,1912.530029
,,,,,04/02/16,0.002,1915.449951
,,,,,05/02/16,-0.018,1880.050049
,,,,,08/02/16,-0.014,1853.439941
,,,,,09/02/16,-0.001,1852.209961
,,,,,10/02/16,0,1851.859985
,,,,,11/02/16,-0.012,1829.079956
,,,,,12/02/16,0.02,1864.780029
,,,,,16/02/16,0.017,1895.579956
,,,,,17/02/16,0.016,1926.819946
,,,,,18/02/16,-0.005,1917.829956
,,,,,19/02/16,0,1917.780029
,,,,,22/02/16,0.014,1945.5
,,,,,23/02/16,-0.012,1921.27002
,,,,,24/02/16,0.004,1929.800049
,,,,,25/02/16,0.011,1951.699951
,,,,,26/02/16,-0.002,1948.050049
,,,,,29/02/16,-0.008,1932.22998
,,,,,01/03/16,0.024,1978.349976
,,,,,02/03/16,0.004,1986.449951
,,,,,03/03/16,0.003,1993.400024
,,,,,04/03/16,0.003,1999.98999
,,,,,07/03/16,0.001,2001.76001
,,,,,08/03/16,-0.011,1979.26001
,,,,,09/03/16,0.005,1989.26001
,,,,,10/03/16,0,1989.569946
,,,,,11/03/16,0.016,2022.189941
,,,,,14/03/16,-0.001,2019.640015
,,,,,15/03/16,-0.002,2015.930054
,,,,,16/03/16,0.006,2027.219971
,,,,,17/03/16,0.007,2040.589966
,,,,,18/03/16,0.004,2049.580078
,,,,,21/03/16,0.001,2051.600098
,,,,,22/03/16,-0.001,2049.800049
,,,,,23/03/16,-0.006,2036.709961
,,,,,24/03/16,0,2035.939941
,,,,,28/03/16,0.001,2037.050049
,,,,,29/03/16,0.009,2055.01001
,,,,,30/03/16,0.004,2063.949951
,,,,,31/03/16,-0.002,2059.73999
,,,,,01/04/16,0.006,2072.780029
,,,,,04/04/16,-0.003,2066.129883
,,,,,05/04/16,-0.01,2045.170044
,,,,,06/04/16,0.011,2066.659912
,,,,,07/04/16,-0.012,2041.910034
,,,,,08/04/16,0.003,2047.599976
,,,,,11/04/16,-0.003,2041.98999
,,,,,12/04/16,0.01,2061.719971
,,,,,13/04/16,0.01,2082.419922
,,,,,14/04/16,0,2082.780029
,,,,,15/04/16,-0.001,2080.72998
,,,,,18/04/16,0.007,2094.340088
,,,,,19/04/16,0.003,2100.800049
,,,,,20/04/16,0.001,2102.399902
,,,,,21/04/16,-0.005,2091.47998
,,,,,22/04/16,0,2091.580078
,,,,,25/04/16,-0.002,2087.790039
,,,,,26/04/16,0.002,2091.699951
,,,,,27/04/16,0.002,2095.149902
,,,,,28/04/16,-0.009,2075.810059
,,,,,29/04/16,-0.005,2065.300049
,,,,,02/05/16,0.008,2081.429932
,,,,,03/05/16,-0.009,2063.370117
,,,,,04/05/16,-0.006,2051.120117
,,,,,05/05/16,0,2050.629883
,,,,,06/05/16,0.003,2057.139893
,,,,,09/05/16,0.001,2058.689941
,,,,,10/05/16,0.012,2084.389893
,,,,,11/05/16,-0.01,2064.459961
,,,,,12/05/16,0,2064.110107
,,,,,13/05/16,-0.008,2046.609985
,,,,,16/05/16,0.01,2066.659912
,,,,,17/05/16,-0.009,2047.209961
,,,,,18/05/16,0,2047.630005
,,,,,19/05/16,-0.004,2040.040039
,,,,,20/05/16,0.006,2052.320068
,,,,,23/05/16,-0.002,2048.040039
,,,,,24/05/16,0.014,2076.060059
,,,,,25/05/16,0.007,2090.540039
,,,,,26/05/16,0,2090.100098
,,,,,27/05/16,0.004,2099.060059
,,,,,31/05/16,-0.001,2096.949951
,,,,,01/06/16,0.001,2099.330078
,,,,,02/06/16,0.003,2105.26001
,,,,,03/06/16,-0.003,2099.129883
,,,,,06/06/16,0.005,2109.409912
,,,,,07/06/16,0.001,2112.129883
